232,18841,19347,3518
233,12314,12364,18053
234,11638,12422,6791
235,16834,17213,8622
236,14031,1836,4568
237,15984,17828,2373
238,9177,2030,12003
239,1600,1550,3270
240,8175,15005,14675
241,14660,17221,6717
242,7544,2969,3379
243,4722,613,10084
244,10450,5067,3559
245,12803,14479,7296
246,847,353,14676
247,19634,5717,10229
248,13628,2325,8072
249,16824,17200,2121
250,6166,17000,11701
251,8687,12362,6939
252,11401,1408,5816
253,15728,1484,7829
254,256,5148,12859
255,4513,2816,7004
256,5721,18606,15263
257,5726,6224,13504
258,5950,11130,10036
259,8677,4143,6670
260,19426,15440,7549
261,6977,11429,9988
262,2431,997,17072
263,5606,1671,4839
264,14356,4278,4254
265,4323,7116,12707
266,18975,11809,3467
267,18346,1719,19547
268,35,3739,5635
269,17488,7561,5273
270,9293,11409,14656
271,1256,2890,12087
272,7840,5263,7931
273,8765,6556,1849
274,9211,189,2563
275,9535,10495,6981
276,15318,6087,6582
277,18439,15119,13350
278,12087,10340,11616
279,4060,4803,12207
280,4466,4844,3789
281,11143,13295,15241
282,15880,17472,3969
283,5014,10241,12426
284,2676,2163,16908
285,18341,17644,3587
286,12004,8534,10240
287,10054,15993,660
288,8699,18679,11739
289,9644,10825,1244
290,2818,2424,816
291,3074,4175,9153
292,10609,14295,14932
293,1997,13592,3308
294,13815,13967,6225
295,4974,17247,1048
296,13103,4371,1617
297,3465,8661,14900
298,9180,9940,15932
299,16120,15776,5191
300,2950,465,3943
301,3713,19699,4689
302,5459,7340,19376
303,14335,10349,13184
304,18503,11414,2544
305,9292,927,4751
306,14135,5737,13049
307,615,18528,12586
308,12353,11745,3320
309,6923,3481,4933
310,17737,10325,7274
311,14122,12701,10098
312,14337,1774,10818
313,74,8079,4486
314,6749,11940,13938
315,11151,11248,11512
316,9491,16243,13348
317,10278,12650,2911
318,5914,13600,11242
319,1603,19766,6754
320,6008,3058,9972
321,10939,19186,5989
322,8708,1108,3811
323,8453,13463,16470
324,10181,14791,9184
325,14671,134,9750
326,4994,11847,5717
327,10337,8220,13061
328,10574,16565,1029
329,7609,9528,8629
330,8836,3431,5414
331,12516,7432,18039
332,7861,11544,15224
333,1496,12498,914
334,18191,1521,7165
335,6358,8051,16662
336,11197,5643,2224
337,3420,7084,11645
338,4132,8227,3753
339,19068,1955,7512
340,8280,19830,9046
341,1021,16722,152
342,418,13613,13497
343,12257,8514,13541
344,4067,14321,7558
345,1520,14976,4587
346,1857,17262,4338
347,18050,8617,2987
348,9989,2234,4859
349,10777,15167,768
350,3410,11104,13482
351,12675,9747,20000
352,15537,10230,11627
353,17237,14509,6974
354,2807,6423,11206
355,2240,7140,3174
356,19311,12573,14766
357,7082,3513,17166
358,9368,2495,9288
359,9781,15176,213
360,790,311,14286
361,9630,16777,12433
362,16206,11995,17297
363,3985,1075,8435
364,16546,13333,18138
365,15193,9114,5150
366,1360,15410,13449
367,16089,11800,11037
368,12588,3060,3777
369,9197,8812,14112
370,19937,3169,116
371,17680,10801,9952
372,10596,1530,5281
373,18728,17102,9460
374,4300,2571,9064
375,14456,1861,19461
376,1633,12731,8198
377,7128,13824,18685
378,6820,13369,4102
379,17049,1112,1472
380,437,19183,3714
381,10740,12484,291
382,12622,18292,7068
383,11833,5031,5265
384,14589,12267,16010
385,8573,6565,15320
386,14306,11947,60
387,785,2243,13637
388,11801,4494,10952
389,3099,1924,19591
390,9894,12072,19840
391,12934,5101,5440
392,15170,17469,13326
393,7506,1338,18835
394,19907,7402,5929
395,19062,10521,3446
396,7975,13289,18659
397,13469,316,12113
398,12559,19114,1851
399,12150,10534,17584
400,8019,18295,6774
401,3949,8571,5156
402,3481,4658,3557
403,606,126,18059
404,16519,8035,4211
405,11077,11503,11763
406,9934,12730,5017
407,4772,19974,2682
408,11340,15511,16253
409,16899,4195,3222
410,9503,17690,12092
411,8424,1503,8813
412,1547,15348,17587
413,976,18352,15054
414,19372,11098,2151
415,6492,5714,1629
416,12505,12446,7691
417,13024,18562,12989
418,8457,609,8735
419,1817,5382,2802
420,17559,18235,8116
421,9510,887,2008
422,13679,1364,10718
423,675,636,10993
424,2975,18989,3271
425,18279,587,19588
426,6719,3747,17035
427,515,11775,8737
428,15498,18983,14158
429,18668,17463,11426
430,3908,3476,11087
431,4308,1379,16698
432,84,4479,2721
433,12474,3182,12012
434,4190,4507,14132
435,7483,352,17534
436,13145,10946,18790
437,6330,16086,6299
438,1827,13513,13110
439,5898,9054,10196
440,2675,15109,10242
441,19537,6353,458
442,8670,5508,579
443,13476,10891,19013
444,3151,5048,5647
445,12158,11580,12556
446,18691,5053,17918
447,18790,4025,14498
448,11671,7557,11742
449,11598,3888,6920
450,15753,8503,14960
451,11339,6665,9019
452,5279,13715,19436
453,12962,1544,1699
454,6352,1182,2633
455,17953,9247,8310
456,3968,6819,3505
457,6512,5083,5318
458,9757,3911,16808
459,975,3444,2153
460,5005,4857,16107
461,11398,16660,4216
462,12957,12112,9403
463,15672,13750,4761
464,10354,7838,5884
465,18329,10564,563
466,16314,13758,5740
467,858,17679,4747
468,1357,694,1386
469,7812,4683,1344
470,8100,2142,3393
471,3522,10473,7015
472,7894,10078,540
473,11475,4220,9055
474,15048,7061,798
475,4588,15006,2700
476,19051,13312,1889
477,2020,4023,15034
478,11368,19160,7103
479,8230,5412,14195
480,18563,5321,18959
481,11084,18036,7433
482,6970,10751,17802
483,3656,10882,4084
484,3479,18747,10644
485,7266,1802,16910
486,13902,18016,8794
487,8717,9050,11180
488,17011,9749,12281
489,13754,2051,3725
490,4362,17886,3765
491,981,867,9182
492,12293,15404,12579
493,6382,15835,11125
494,1199,11716,4715
495,8117,1154,2528
496,10639,7625,12848
497,5456,19683,9707
498,6122,3284,3324
499,15189,12971,16331
500,16925,9272,961
501,1467,2606,15816
502,14854,17969,5398
503,7024,3170,3643
504,14327,837,10419
505,9129,15039,7392
506,12616,16627,1201
507,8856,4895,16668
508,1468,541,6244
509,9380,13006,5036
510,5052,17155,9782
511,4829,2105,12902
512,1414,16968,3501
513,4649,540,528
514,3603,10029,13336
515,2388,6708,7305
516,18680,663,19345
517,2208,638,17442
518,19922,8666,7992
519,9587,5692,16555
520,832,7031,13985
521,6106,328,1658
522,8517,7372,19979
523,18596,9738,6713
524,19694,8465,2709
525,2843,3288,11217
526,17784,8691,17198
527,14119,5935,14472
528,17207,13918,1405
529,13486,19225,9942
530,1104,8105,6036
531,12794,4351,1730
532,17016,5704,3812
533,252,5789,16486
534,6917,12941,13131
535,1747,14676,18081
536,17045,4362,7560
537,12198,13729,1241
538,2218,563,15303
539,11200,14691,11193
540,17071,15902,7822
541,3056,19910,13705
542,7137,2272,9627
543,6348,17964,12798
544,16335,2605,14758
545,4576,16232,18710
546,7357,2419,10445
547,13500,778,5509
548,3135,5662,12911
549,17369,8999,7354
550,1009,1008,4394
551,2322,1104,5577
552,2534,5046,9144
553,4476,2024,5688
554,1533,1797,9023
555,3562,4018,3237
556,15614,5233,7252
557,2202,1919,18775
558,16116,10816,7169
559,15047,15335,2637
560,6244,3144,4132
561,1369,836,17432
562,17358,11448,7182
563,4546,6373,2150
564,11164,13801,10018
565,9346,14905,6703
566,2077,14733,19523
567,7401,13904,16108
568,4627,6393,12287
569,11728,13561,18084
570,11511,12207,1129
571,6816,19240,11784
572,9949,3616,7635
573,14054,17125,16836
574,10000,11309,18411
575,12890,2747,1401
576,3733,1388,19625
577,15369,5907,17623
578,5702,8765,11835
579,7860,19759,10620
580,16183,12669,4163
581,6305,9743,12601
582,8463,2285,7050
583,11424,17108,14672
584,11925,5675,16600
585,11019,3308,12430
586,17674,13889,14469
587,5974,2312,12273
588,5985,1749,13948
589,17039,3671,7449
590,17133,6575,437
591,6960,9696,14412
592,191,9127,4081
593,18956,18129,2534
594,19129,3617,13108
595,10311,18784,9984
596,2103,1420,1026
597,2961,15908,15499
598,5829,11719,10303
599,13969,19555,875
600,708,1009,16329
601,11222,2211,951
602,16969,1998,17682
603,7795,12923,9491
604,15548,13141,8163
605,3976,5389,4154
606,8673,17068,6606
607,9092,1603,14405
608,3447,5506,8420
609,548,901,3289
610,64,19769,51
611,12891,19119,7596
612,9708,15554,6535
613,830,4342,8518
614,11539,11519,18868
615,6111,4202,9218
616,2424,3035,3497
617,4122,1159,10517
618,1409,17182,10584
619,13629,445,19684
620,310,1581,18762
621,11098,17724,8506
622,15354,13459,18032
623,11140,15293,16641
624,12388,4078,7314
625,16765,5773,6229
626,13636,19162,3807
627,3894,15683,4694
628,7689,10598,8291
629,2371,9154,2758
630,9851,3879,1706
631,3822,19108,16550
632,177,7840,9753
633,12950,4114,4421
634,8925,5786,8324
635,19515,18195,12791
636,9843,10877,3602
637,10206,10524,7744
638,420,3568,7192
639,19472,358,7618
640,16042,2185,11550
641,2106,11833,12420
642,16528,6258,3949
643,5580,1331,5227
644,997,18986,10571
645,18722,2196,3954
646,42,1230,8958
647,11946,15152,8749
648,771,12066,4709
649,18808,2259,5029
650,4040,1184,8166
651,12463,1217,9343
652,11675,696,10040
653,10652,12553,14159
654,19360,17577,2805
655,6791,7874,2323
656,4340,18413,18181
657,15560,3500,11553
658,456,1852,9106
659,19005,19847,8840
660,2141,11363,13086
661,5615,18431,14459
662,1243,12629,57
663,18580,7338,9233
664,12695,19170,16064
665,11534,720,18975
666,19478,8877,15433
667,9957,3920,1196
668,19733,14650,16918
669,3736,2946,1488
670,11824,15373,1946
671,1640,8688,1264
672,16035,4837,13506
673,1140,6825,4768
674,19870,1898,8933
675,11642,10072,15458
676,9224,19733,15607
677,7077,10717,13776
678,5983,5820,19651
679,18506,17232,6753
680,4247,15193,6063
681,14492,6364,7440
682,13102,15956,6608
683,7245,1547,12032
684,15418,6760,6421
685,10789,11948,4184
686,9038,15486,10193
687,9584,2533,4299
688,17525,10405,7651
689,4544,18570,7924
690,8841,16136,11798
691,10972,10412,11754
692,1402,7943,12772
693,10242,15794,4303
694,1753,2382,1314
695,19199,14098,15844
696,4871,16583,14471
697,10188,2528,17420
698,18452,15360,16970
699,16015,10235,6998
700,3411,1543,8444
701,13971,938,4387
702,6327,13560,1151
703,295,8358,2649
704,1629,10064,1080
705,4118,1010,3755
706,563,17429,15378
707,8610,4980,13459
708,2008,4504,4485
709,18708,8410,16982
710,2720,6623,15641
711,7889,633,14862
712,18791,5541,7307
713,1513,12386,7491
714,15533,11093,12930
715,11521,9483,15099
716,8406,3156,3544
717,7477,19854,4044
718,11203,2735,10893
719,14657,3093,14029
720,7899,4283,17928
721,910,129,13917
722,3072,14810,11611
723,17429,1113,2963
724,8971,9847,7885
725,12141,1819,1900
726,19107,18339,10413
727,12001,11628,18203
728,18400,18063,2320
729,3885,3091,16999
730,14697,1426,1259
731,6691,12435,10150
732,14851,8103,1487
733,5301,5619,17312
734,11135,11156,15294
735,8894,1567,1624
736,13719,15489,9798
737,13333,9078,8445
738,3501,11549,11755
739,16265,18173,2759
740,7201,13814,5252
741,11735,16861,8462
742,1792,17812,1832
743,12322,19561,1060
744,3727,9327,17894
745,9027,4931,10
746,11906,2229,10741
747,18575,14279,1064
748,11920,2000,1804
749,6013,12113,9539
750,195,11705,11827
751,16401,11229,713
752,14811,1225,894
753,8568,1732,11997
754,19014,3601,7550
755,6406,5085,2275
756,15664,4029,10566
757,5967,4359,9357
758,19256,1723,13078
759,4020,10353,6
760,10195,5677,7018
761,2967,9532,14547
762,15847,10842,12853
763,12149,13246,18631
764,12531,14729,12895
765,2604,8836,9940
766,895,3194,13122
767,6085,19816,12566
768,10664,5052,7952
769,966,3445,12291
770,18595,8027,13354
771,16723,6376,10611
772,17034,7673,4545
773,9317,18490,10812
774,7392,1518,8024
775,19154,7447,12740
776,17926,18469,1173
777,5189,6540,994
778,3640,5952,1597
779,19707,16098,2982
780,15126,11114,2684
781,18751,9918,13456
782,11074,3795,17566
783,3422,15113,2872
784,202,19685,11569
785,7363,16329,6653
786,5827,1678,9169
787,10383,3432,36
788,411,8677,14474
789,11608,1787,2416
790,3769,15172,14664
791,7221,899,2143
792,3407,7985,18386
793,17572,8205,2873
794,13678,7394,14343
795,7872,7369,3199
796,10226,19263,7802
797,10315,4924,16565
798,322,12989,11962
799,7901,9524,7429
800,13914,3952,17243
801,19906,9177,4156
802,17200,3606,1726
803,234,989,17263
804,14024,13877,6578
805,15768,1970,2156
806,18107,17566,11505
807,65,1570,17329
808,1024,4573,12924
809,3682,17189,336
810,484,4189,17431
811,14447,10452,7577
812,11802,8776,4815
813,813,11101,12842
814,15524,16617,10970
815,6502,11629,1301
816,5367,1888,1471
817,17214,1659,11005
818,9477,1555,204
819,15747,14712,15194
820,2521,2971,15506
821,18007,5032,16942
822,2738,15020,10586
823,8023,242,4611
824,4872,7034,17744
825,7030,7579,13464
826,13113,15528,9579
827,19673,4094,1431
828,6378,7239,4284
829,17945,8559,6855
830,10849,3723,2683
831,6068,1050,18747
832,13191,12913,1969
833,14936,14811,11436
834,17623,14051,11809
835,12254,5086,18833
836,18404,4812,35
837,16912,60,9656
838,16173,13037,3793
839,9628,8085,8638
840,2335,5161,8987
841,1713,8941,14046
842,17194,4450,5338
843,5488,2088,16559
844,491,987,2926
845,17773,6946,11377
846,5689,11986,7739
847,9952,17016,7990
848,8901,132,8598
849,8851,10920,3038
850,1335,17015,3898
851,3809,6667,13621
852,13995,1080,14748
853,2917,1956,4570
854,19120,9849,13614
855,332,5024,1231
856,15892,17027,7697
857,12953,13448,17930
858,15868,9373,2123
859,2362,5576,16818
860,11205,19434,1694
861,989,19296,11191
862,9543,2436,15428
863,13127,14078,19032
864,18908,19983,4932
865,8162,11301,4272
866,8671,3974,869
867,15453,18885,7951
868,3683,4469,12269
869,9497,17349,11013
870,16396,1277,12389
871,13915,6647,12917
872,15906,9759,7380
873,2210,19471,16093
874,13916,10634,18892
875,13414,6096,5558
876,16990,449,13177
877,19113,17543,2354
878,2080,729,6236
879,15907,14581,14604
880,17076,12903,8403
881,5284,10319,9761
882,19720,903,7287
883,1653,14093,1276
884,15236,15087,7210
885,11504,11329,6581
886,17771,17226,5574
887,15752,3496,3960
888,1242,8308,8541
889,5711,4899,1962
890,2313,1311,13720
891,392,1205,4742
892,990,6298,2258
893,16875,7679,18050
894,8133,16918,11194
895,11061,13987,12557
896,14836,4140,5177
897,4481,4811,4315
898,12570,2933,13977
899,8559,2504,1591
900,5891,11029,7132
901,8163,19762,11084
902,150,2049,8176
903,12005,960,13983
904,8928,15624,10809
905,8744,5371,15079
906,19247,2636,7972
907,12970,3314,19377
908,7223,1378,2426
909,15611,274,12894
910,14382,5202,10259
911,1903,5843,8547
912,10379,16994,1262
913,17815,15512,3453
914,14064,19123,5891
915,8733,13684,11973
916,4287,10103,19291
917,11538,3717,5819
918,14071,5448,5856
919,8853,14736,16536
920,15558,15622,18816
921,4797,5547,12224
922,5659,5397,16260
923,4989,4020,19714
924,2198,7123,4298
925,6360,1949,1445
926,4592,2845,4796
927,18969,18307,8962
928,19943,905,13773
929,6562,3161,19516
930,1867,7171,19704
931,1366,2195,1397
932,7183,19560,8872
933,3278,4291,13841
934,18190,10684,8965
935,12799,2361,18440
936,13380,15236,18164
937,16432,5197,11405
938,12349,69,9709
939,10982,16252,2219
940,4754,11106,6019
941,19755,17510,10804
942,12917,7156,15661
943,17332,1487,212
944,12030,5530,17107
945,1668,19780,11789
946,1012,3672,4348
947,1276,12126,2657
948,3375,10420,2692
949,6424,16765,13965
950,9964,11212,19839
951,1905,19582,6833
952,5054,1057,5694
953,15549,1322,7808
954,13584,5270,12959
955,7614,13654,18903
956,9233,17198,1141
957,9818,8784,16539
958,11012,18410,6778
959,11390,17555,5149
960,2037,8552,15032
961,8126,19752,13209
962,7127,3383,17834
963,1769,15855,10699
964,3925,7465,1316
965,14354,4935,5727
966,11618,1122,15427
967,1762,14998,1065
968,7283,16421,16446
969,9261,1658,2965
970,14161,16986,9676
971,11165,3076,14203
972,9328,4763,11897
973,798,19412,10136
974,1841,1329,9374
975,6395,9919,2459
976,10677,12377,4240
977,5502,4285,1755
978,2995,4971,14844
979,19,7425,12108
980,8657,7815,4778
981,62,2694,11029
982,4341,13265,12564
983,11712,3318,19091
984,3651,10084,4912
985,2446,9073,18805
986,12372,8541,10285
987,16706,19975,7273
988,5351,8961,8696
989,17997,18576,11849
990,4612,11555,18217
991,11171,3759,3160
992,13497,1114,18052
993,2906,8522,8724
994,8232,6129,248
995,10583,8488,9860
996,1474,15565,17232
997,10630,1824,3973
998,1729,6683,15878
999,12276,823,13921
1000,2407,2046,17273
1001,11676,17646,15273
1002,17890,17419,16585
1003,16159,590,14607
1004,13538,2940,4656
1005,7015,9815,17441
1006,9313,7438,7048
1007,850,16269,18636
1008,3599,2326,237
1009,1917,9701,4207
1010,2512,1488,865
1011,10442,8041,6361
1012,8986,19689,387
1013,4442,4518,1477
1014,7181,18902,19247
1015,13797,3196,9679
1016,9756,18976,8791
1017,4916,15676,6504
1018,14711,10779,4631
1019,9554,9595,1156
1020,4806,19594,2079
1021,8515,16691,2307
1022,6268,17853,19653
1023,1883,10085,6563
1024,1712,19266,3114
1025,7557,13998,10214
1026,2836,7570,1227
1027,6658,2485,6962
1028,2548,2587,4138
1029,2921,3504,17920
1030,10973,10632,8582
1031,643,18944,8144
1032,4733,4784,1323
1033,9553,908,856
1034,11270,2634,6706
1035,17249,2240,12622
1036,5097,13863,5822
1037,10284,13859,17914
1038,19505,11389,15516
1039,10062,15739,8768
1040,6565,8067,8819
1041,3106,8988,1247
1042,19541,3053,14790
1043,12847,2720,9713
1044,4768,10253,6505
1045,7192,19366,3670
1046,16773,17520,14645
1047,1887,13282,8370
1048,5641,327,5264
1049,6912,5071,11527
1050,5718,17852,1511
1051,15932,3714,1773
1052,17877,4426,11797
1053,126,19231,17843
1054,9976,15334,3550
1055,6916,4697,2253
1056,4008,11965,4991
1057,18981,8324,5114
1058,18936,7968,2760
1059,5031,12070,14986
1060,10053,192,10388
1061,752,17172,17346
1062,10218,1437,9435
1063,5156,11866,6812
1064,4595,19677,3005
1065,2803,5647,3697
1066,6225,8757,15782
1067,4014,17373,7488
1068,2764,9359,3007
1069,16927,11756,10998
1070,2527,13681,11839
1071,9294,2387,18364
1072,2114,12706,18882
1073,6799,14211,6472
1074,11585,6368,4320
1075,4857,1796,8600
1076,8256,10056,5748
1077,8621,14870,4938
1078,3537,15640,14165
1079,12553,18531,9041
1080,10610,5241,13243
1081,18926,2882,18495
1082,13108,14070,6074
1083,5168,14350,6294
1084,6755,2464,14515
1085,1088,2558,18601
1086,9420,1268,2135
1087,13618,2170,18633
1088,10720,12338,5269
1089,3731,219,5531
1090,11145,6843,2784
1091,1419,4724,12360
1092,3661,10563,8558
1093,7774,8281,9031
1094,13600,16333,14881
1095,15609,2009,7903
1096,9951,1455,16266
1097,17504,8660,15774
1098,11431,17243,6842
1099,5579,2641,7309
1100,6265,1915,16183
1101,16332,17194,401
1102,3367,3443,10053
1103,19006,16196,14934
1104,17155,5165,15707
1105,4077,12863,12170
1106,2274,2689,11361
1107,19966,16741,2740
1108,9592,10167,1830
1109,17036,14431,13053
1110,4640,15456,5412
1111,12524,3352,10688
1112,13096,4394,2357
1113,11716,12656,18884
1114,15423,14632,14077
1115,9826,105,9404
1116,16415,10633,2525
1117,10243,12349,12999
1118,10100,15514,7848
1119,671,9087,11853
1120,5510,5064,9164
1121,18270,16156,8648
1122,4897,17176,2485
1123,17010,9108,19549
1124,7479,14462,11514
1125,19831,12280,14107
1126,6611,2704,17771
1127,9485,2423,18870
1128,3936,2819,9533
1129,19919,931,11951
1130,1383,4503,6599
1131,1872,16047,6385
1132,8039,10955,3622
1133,16583,1519,6978
1134,7956,8774,3597
1135,5706,11747,11788
1136,494,14724,4097
1137,12749,15579,9722
1138,13231,3564,19819
1139,17845,5055,6407
1140,5344,18618,11676
1141,11199,9479,6907
1142,16957,11179,9058
1143,5400,12086,11821
1144,5956,15596,17931
1145,8779,13161,5837
1146,2610,3342,4026
1147,9225,12819,8029
1148,14650,19987,4047
1149,3303,4943,1833
1150,6871,9835,15192
1151,7819,14945,10286
1152,912,11271,17313
1153,19305,16019,4657
1154,3870,5267,15798
1155,13166,15129,14346
1156,12880,4437,2167
1157,5073,11157,11218
1158,14198,16784,13802
1159,6457,15817,13279
1160,17671,3335,7891
1161,12578,5497,2226
1162,5195,13637,16315
1163,6507,16548,3719
1164,15000,2883,9056
1165,1200,17142,7385
1166,12777,509,9778
1167,12233,11189,8379
1168,561,19891,14781
1169,15801,9308,8993
1170,16646,2459,2417
1171,9125,8910,6851
1172,14362,9084,14177
1173,17829,14218,14673
1174,16735,14668,2071
1175,13717,6210,17253
1176,8438,8822,13798
1177,8283,14514,10733
1178,16832,15790,13716
1179,10704,16036,14086
1180,13169,885,2078
1181,13907,5361,13844
1182,8076,7993,7595
1183,5204,11836,1249
1184,6526,16009,15518
1185,5911,17671,12836
1186,3129,8110,13890
1187,8340,9722,15216
1188,10665,19654,6663
1189,9019,16400,11260
1190,14607,7713,2537
1191,2490,4852,13014
1192,12724,2994,4893
1193,15302,15210,2126
1194,6655,12296,4988
1195,12999,17126,5697
1196,6929,17870,14695
1197,7480,8156,2025
1198,14857,17321,6913
1199,16642,12441,17467
1200,6538,5805,15590
1201,10785,15372,2511
1202,7700,3941,14465
1203,11414,13771,2939
1204,6288,3901,17666
1205,16457,2448,2724
1206,13661,3200,9690
1207,8931,5415,14144
1208,7031,5402,13507
1209,4370,6505,4278
1210,15839,4675,4002
1211,9657,1511,3408
1212,617,12368,18644
1213,17117,17630,8745
1214,12040,5860,2717
1215,8659,15760,2883
1216,3212,2460,763
1217,3645,13480,7077
1218,17896,10538,1024
1219,14393,11668,1200
1220,10595,5426,8388
1221,5432,2250,2880
1222,2522,1227,5186
1223,1743,1540,12661
1224,11147,6872,1073
1225,7674,5848,6761
1226,3028,7043,4456
1227,5332,13520,456
1228,9062,4907,2716
1229,10050,2575,15679
1230,5018,2059,6818
1231,3320,18825,19525
1232,10317,979,11543
1233,7628,18192,6405
1234,12311,4898,15927
1235,10976,10529,17620
1236,11288,15137,3833
1237,15219,6616,1396
1238,19973,14769,6200
1239,7017,3237,12161
1240,189,14675,17978
1241,9540,3890,10700
1242,8120,7530,15254
1243,11336,5348,16100
1244,11599,2335,12243
1245,11701,14376,6371
1246,17355,17268,5111
1247,2791,746,9208
1248,17508,5592,6601
1249,4347,15060,18348
1250,9442,18264,1034
1251,19592,12756,4374
1252,7118,906,9090
1253,13852,12450,1317
1254,19729,14200,16131
1255,7995,6783,18129
1256,13236,19163,4367
1257,853,14427,5123
1258,2173,11829,7630
1259,4919,1276,339
1260,9023,1150,4227
1261,7950,14147,12562
1262,14129,6443,17746
1263,1923,3367,7288
1264,390,3509,13351
1265,11741,7753,10139
1266,19640,8295,12800
1267,4128,10206,3096
1268,10981,1626,14225
